transaction_id,customer_id,account_id,transaction_datetime,transaction_amount,merchant_name,merchant_category,payment_channel,device_type,device_id,ip_address,customer_age,customer_tenure_months,customer_city,customer_country,account_balance,failed_transactions_last_24h,transactions_last_24h,transactions_last_30d,avg_transaction_amount_30d,distance_from_home_km,is_international,is_new_device
TXN1003995,CUST503995,ACC703995,2025-04-28 05:42:38.924887,729.27,eBay,E-commerce,Debit Card,Tablet,DEV336445,168.113.154.89,34.0,23,Pune,India,419906.37,8,29,189,27976.73,6649.89,0,1
TXN1003996,CUST503996,ACC703996,2025-01-25 13:52:14.352496,293.52,Microsoft,E-commerce,Net Banking,MacBook,DEV602509,206.131.114.127,29.0,106,Ahmedabad,India,731997.35,4,29,72,35693.84,1415.08,0,0
TXN1003997,CUST503997,ACC703997,2025-10-10 10:15:31.632326,1599.21,eBay,E-commerce,Debit Card,Tablet,DEV276597,101.152.240.239,37.0,147,Ahmedabad,India,1420067.92,12,35,262,74247.6,1311.15,0,0
TXN1003998,CUST503998,ACC703998,2025-09-19 00:44:24.871491,10877.87,eBay,Travel,Mobile Wallet,MacBook,DEV433126,192.150.49.149,35.0,179,Tokyo,Japan,603660.21,7,33,153,36464.04,3232.06,1,1
TXN1003999,CUST503999,ACC703999,2025-01-27 08:39:36.828141,1312.24,Netflix,Food,Debit Card,iPhone,DEV326890,199.138.40.188,28.0,173,Pune,India,982135.48,12,38,251,4280.62,14777.95,0,0
TXN1004000,CUST504000,ACC704000,2026-04-26 19:05:16.206721,1128.59,Walmart,Travel,Credit Card,MacBook,DEV629883,210.52.162.178,49.0,145,Vijayawada,India,375342.23,11,14,74,26202.88,13260.24,0,0
TXN1004001,CUST504001,ACC704001,2024-10-16 16:27:11.629540,5345.83,Airbnb,Travel,Mobile Wallet,Android,DEV619498,213.15.233.254,77.0,20,Paris,France,1279096.91,7,30,291,7430.48,12726.04,1,0
TXN1004002,CUST504002,ACC704002,2025-05-21 01:49:18.399044,1237.41,,Travel,Credit Card,MacBook,DEV599260,130.122.56.19,69.0,135,Tokyo,Japan,366588.15,4,22,265,16673.03,7451.24,1,0
TXN1004003,CUST504003,ACC704003,2026-04-19 16:26:29.043938,1258.56,Google Play,Retail,Debit Card,Tablet,DEV832012,110.152.181.246,47.0,75,Chennai,India,529408.27,0,38,228,59956.41,458.89,0,0
TXN1004004,CUST504004,ACC704004,2024-09-17 13:36:55.143329,915.0,Costco,Retail,Net Banking,Windows,DEV183741,163.40.225.146,,110,Delhi,India,872671.58,9,20,23,58558.33,10632.2,0,0
TXN1004005,CUST504005,ACC704005,2024-10-03 15:17:33.151419,2028.82,Microsoft,Food,Credit Card,MacBook,DEV970056,208.237.220.44,30.0,97,Vijayawada,India,19376.78,7,10,192,29850.05,14130.42,0,0
TXN1004006,CUST504006,ACC704006,2024-10-20 12:03:52.136610,1776.54,Target,Electronics,UPI,Windows,DEV533181,211.11.79.87,34.0,26,Delhi,India,654186.87,7,35,20,74357.0,6697.21,0,0
TXN1004007,CUST504007,ACC704007,2025-09-24 18:38:33.702000,2127.36,Amazon,E-commerce,Net Banking,Tablet,DEV485572,102.122.163.160,26.0,62,Kolkata,India,308802.82,8,36,212,70934.4,5176.91,0,0
TXN1004008,CUST504008,ACC704008,2025-07-02 01:27:45.041771,2003.92,Alibaba,Food,Net Banking,Windows,DEV743484,209.223.78.181,60.0,137,,India,416793.98,12,13,250,68630.05,6665.64,0,1
TXN1004009,CUST504009,ACC704009,2025-04-06 00:52:02.462908,380.89,Netflix,E-commerce,UPI,iPhone,DEV339606,166.39.71.25,42.0,121,Pune,India,811935.95,2,11,168,28676.05,1767.01,0,0
TXN1004010,CUST504010,ACC704010,2025-11-21 19:35:29.567808,3459.39,Walmart,Electronics,Debit Card,Windows,DEV569384,194.190.149.47,64.0,15,Bengaluru,India,294328.35,1,14,13,31658.37,13920.64,0,0
TXN1004011,CUST504011,ACC704011,2025-07-26 01:49:25.317899,449.31,Costco,Food,Net Banking,Android,DEV406269,134.248.226.34,79.0,64,Delhi,India,302906.42,9,7,80,31557.63,1914.12,0,1
TXN1004012,CUST504012,ACC704012,2024-10-03 03:08:46.208599,1338.55,Uber,Electronics,Net Banking,MacBook,DEV919315,179.190.148.211,66.0,17,Hyderabad,India,1374371.14,10,22,129,39582.77,13243.15,0,1
TXN1004013,CUST504013,ACC704013,2026-03-10 12:07:35.101955,6319.63,Apple,E-commerce,Debit Card,Windows,DEV947872,209.253.255.61,18.0,35,,India,135358.33,2,18,291,46018.63,3697.98,0,1
TXN1004014,CUST504014,ACC704014,2024-09-13 17:09:11.964650,3279.31,Apple,Entertainment,Credit Card,Windows,DEV765027,223.192.98.26,73.0,123,Vijayawada,India,31821.66,3,23,87,63708.44,7712.83,0,1
TXN1004015,CUST504015,ACC704015,2025-07-23 16:24:34.959201,8367.58,Netflix,Food,Debit Card,MacBook,DEV765811,218.233.255.109,41.0,165,New York,USA,1278533.59,6,10,200,659.73,3607.77,1,1
TXN1004016,CUST504016,ACC704016,2025-09-07 10:09:32.709326,1119.07,eBay,Entertainment,Net Banking,Tablet,DEV784307,212.200.100.124,24.0,13,Tokyo,Japan,77765.32,12,19,197,58274.76,12167.11,1,1
TXN1004017,CUST504017,ACC704017,2025-02-26 11:39:27.716359,1037.87,Samsung,Travel,UPI,Windows,DEV500322,201.152.80.158,52.0,166,Singapore,Singapore,1184892.57,7,40,4,71329.06,11680.1,1,0
TXN1004018,CUST504018,ACC704018,2025-01-21 08:32:03.080744,5858.36,Target,Travel,Mobile Wallet,Windows,DEV848421,195.30.117.78,64.0,178,Vijayawada,India,1295111.37,1,29,11,31897.79,8923.5,0,1
TXN1004019,CUST504019,ACC704019,2025-04-26 09:53:48.347395,2101.63,Uber,E-commerce,Credit Card,MacBook,DEV300198,204.189.91.245,47.0,180,Berlin,Germany,545145.18,3,23,174,49943.92,14449.03,1,0
TXN1004020,CUST504020,ACC704020,2025-05-21 03:39:19.730960,14429.2,eBay,Retail,UPI,iPhone,DEV700782,172.43.215.70,69.0,37,Paris,France,1214914.49,6,5,166,2149.87,6870.77,1,0
TXN1004021,CUST504021,ACC704021,2025-03-10 10:57:15.124405,720.17,Uber,E-commerce,Debit Card,iPhone,DEV145494,75.171.239.148,,158,Berlin,Germany,762445.74,9,34,187,22874.61,2137.14,1,1
TXN1004022,CUST504022,ACC704022,2025-08-02 15:41:15.931241,3764.24,Samsung,Travel,Credit Card,Android,DEV993814,113.154.121.120,31.0,163,Pune,India,202459.4,11,40,208,925.36,295.31,0,0
TXN1004023,CUST504023,ACC704023,2025-05-26 22:42:33.148587,3415.52,Netflix,Food,Credit Card,Tablet,DEV289253,184.195.2.64,36.0,124,Bengaluru,India,108508.17,7,24,115,35663.9,852.64,0,1
TXN1004024,CUST504024,ACC704024,2025-07-07 07:41:55.909682,5951.01,Flipkart,Travel,UPI,Android,DEV247583,151.202.90.70,39.0,106,Bengaluru,India,1480538.67,1,4,116,40640.21,2324.11,0,0
TXN1004025,CUST504025,ACC704025,2025-09-03 05:22:41.785869,3374.25,Apple,Electronics,UPI,MacBook,DEV110235,149.51.77.171,77.0,78,Berlin,Germany,120971.2,12,17,28,38854.25,2493.72,1,1
TXN1004026,CUST504026,ACC704026,2024-11-25 01:25:55.827662,3680.05,Netflix,Food,Credit Card,Windows,DEV296455,40.191.138.80,65.0,49,Paris,France,1335311.03,6,35,146,40851.24,7220.0,1,1
TXN1004027,CUST504027,ACC704027,2024-07-05 20:10:38.346486,2155.87,eBay,Travel,UPI,Windows,DEV640612,83.223.141.224,22.0,72,Pune,India,99876.87,1,8,111,67616.68,8803.88,0,1
TXN1004028,CUST504028,ACC704028,2026-04-25 05:37:25.965534,4852.26,Target,Entertainment,Net Banking,iPhone,DEV122560,211.22.162.23,76.0,106,Paris,France,1370793.34,12,5,267,49538.22,8253.27,1,1
TXN1004029,CUST504029,ACC704029,2025-07-25 23:20:28.263827,1137.8,Flipkart,Electronics,UPI,Android,DEV422563,149.187.18.208,79.0,77,Sydney,Australia,418854.81,6,1,73,48837.06,14506.9,1,0
TXN1004030,CUST504030,ACC704030,2025-12-13 04:51:44.300539,4601.41,Uber,Travel,Net Banking,iPhone,DEV140033,160.133.184.165,72.0,154,Chennai,India,1150037.58,0,36,49,12111.29,11111.34,0,1
TXN1004031,CUST504031,ACC704031,2026-04-26 07:43:38.200792,11932.26,Flipkart,Entertainment,Net Banking,Tablet,DEV509253,179.159.33.33,38.0,140,Toronto,Canada,792636.94,8,39,141,26016.84,13507.07,1,1
TXN1004032,CUST504032,ACC704032,2025-03-27 10:28:28.267327,907.05,Amazon,Retail,Net Banking,Android,DEV453722,174.111.74.105,45.0,166,Bengaluru,India,1192237.26,4,2,179,29265.5,1323.07,0,1
TXN1004033,CUST504033,ACC704033,2025-05-03 00:12:07.581247,3703.07,Flipkart,E-commerce,Credit Card,iPhone,DEV878866,142.206.201.241,32.0,160,Sydney,Australia,503355.96,5,10,75,25569.02,12481.65,1,1
TXN1004034,CUST504034,ACC704034,2025-10-22 02:41:15.948177,2814.32,Flipkart,Travel,Debit Card,Tablet,DEV779123,197.52.49.60,31.0,40,Mumbai,India,1047960.51,5,15,117,26860.74,170.4,0,1
TXN1004035,CUST504035,ACC704035,2025-12-06 06:26:47.096497,712.29,Microsoft,Electronics,UPI,Windows,DEV179941,173.38.75.116,79.0,81,Paris,France,28968.61,11,17,99,5673.72,4959.25,1,1
TXN1004036,CUST504036,ACC704036,2025-07-12 21:12:41.871658,2023.67,Google Play,Retail,UPI,Tablet,DEV544935,51.65.241.31,38.0,4,Chennai,India,1119289.82,11,4,251,12507.3,7373.05,0,0
TXN1004037,CUST504037,ACC704037,2024-09-24 08:07:41.212514,4478.49,Best Buy,Travel,Credit Card,iPhone,DEV986041,134.233.141.203,18.0,15,Mumbai,India,817210.54,4,37,45,10859.64,10405.3,0,1
TXN1004038,CUST504038,ACC704038,2025-11-23 10:54:54.272783,3915.7,Best Buy,Retail,UPI,MacBook,DEV150822,116.241.118.75,71.0,26,Vijayawada,India,783945.95,6,25,243,45655.12,11717.88,0,0
TXN1004039,CUST504039,ACC704039,2024-11-18 22:40:09.392959,764.77,Walmart,Travel,Debit Card,Tablet,DEV181961,210.7.163.236,37.0,11,Chennai,India,1457972.32,11,7,168,13602.68,4493.02,0,1
TXN1004040,CUST504040,ACC704040,2026-03-07 00:12:37.312053,2398.56,Airbnb,Entertainment,UPI,Tablet,DEV300716,54.93.129.243,41.0,160,Hyderabad,India,47695.33,4,32,13,32401.64,13790.35,0,1
TXN1004041,CUST504041,ACC704041,2025-12-16 15:17:50.260363,2921.62,Airbnb,Entertainment,Debit Card,MacBook,DEV436222,198.202.93.164,67.0,46,Hyderabad,India,186930.46,1,24,196,14846.05,6506.46,0,0
TXN1004042,CUST504042,ACC704042,2026-03-17 09:41:28.868340,4558.55,Airbnb,Travel,Mobile Wallet,Windows,DEV851276,18.248.5.52,80.0,24,Toronto,Canada,1455184.24,10,8,53,53963.11,14525.94,1,0
TXN1004043,CUST504043,ACC704043,2026-04-14 10:49:37.582417,1914.88,Alibaba,E-commerce,Debit Card,Android,DEV394084,218.162.244.2,43.0,13,Bengaluru,India,223104.57,0,19,223,18512.0,3383.15,0,0
TXN1004044,CUST504044,ACC704044,2024-12-17 04:11:32.057448,1036.3,Amazon,Retail,Debit Card,Tablet,DEV900340,7.182.166.47,46.0,65,Ahmedabad,India,360599.4,9,33,244,9286.21,1200.29,0,1
TXN1004045,CUST504045,ACC704045,2025-07-08 18:31:43.580466,5554.4,Best Buy,Retail,Credit Card,Windows,DEV666772,130.95.119.191,58.0,168,Mumbai,India,1091226.0,7,38,105,68393.61,3356.4,0,0
TXN1004046,CUST504046,ACC704046,2025-11-05 20:32:37.598054,619.22,Flipkart,Retail,Credit Card,Android,DEV615542,108.33.146.144,67.0,59,Mumbai,India,125666.63,9,33,205,28707.21,13220.69,0,1
TXN1004047,CUST504047,ACC704047,2026-06-14 21:31:29.418606,958.85,Target,Electronics,Net Banking,Windows,DEV907473,35.60.111.15,32.0,147,Bengaluru,India,370297.32,10,30,298,36144.66,14189.21,0,1
TXN1004048,CUST504048,ACC704048,2025-08-12 05:27:28.148731,3913.27,Google Play,E-commerce,Debit Card,iPhone,DEV777059,204.150.3.239,35.0,122,Mumbai,India,367327.31,5,20,167,73074.46,13746.01,0,1
TXN1004049,CUST504049,ACC704049,2025-10-11 21:05:54.656071,2522.48,Netflix,Food,Net Banking,Windows,DEV413796,135.149.156.147,73.0,72,Kolkata,India,503408.41,3,27,188,25972.86,13476.78,0,0
TXN1004050,CUST504050,ACC704050,2024-08-28 00:52:41.141832,2104.58,Amazon,E-commerce,Mobile Wallet,Tablet,DEV560860,141.175.58.93,26.0,102,Bengaluru,India,739357.34,1,8,263,33804.64,8895.23,0,1
TXN1004051,CUST504051,ACC704051,2024-10-03 18:52:57.086823,812.38,eBay,Food,Net Banking,Tablet,DEV616335,181.115.186.159,30.0,143,Bengaluru,India,293000.75,5,26,64,71007.53,2923.04,0,0
TXN1004052,CUST504052,ACC704052,2025-03-12 15:14:58.430156,4522.17,Uber,E-commerce,UPI,Windows,DEV829899,118.45.212.62,,57,Delhi,India,669182.2,2,15,269,23062.88,1513.84,0,0
TXN1004053,CUST504053,ACC704053,2025-10-18 11:21:47.745916,3224.27,eBay,Travel,Debit Card,iPhone,DEV973894,143.159.204.177,25.0,56,New York,USA,1391214.57,8,10,278,41709.54,7253.99,1,0
TXN1004054,CUST504054,ACC704054,2024-09-22 11:56:00.582081,12766.64,Flipkart,Retail,Net Banking,iPhone,DEV100202,170.154.40.224,25.0,3,Bengaluru,India,707480.22,11,37,9,29208.31,7264.2,0,0
TXN1004055,CUST504055,ACC704055,2025-11-08 19:06:37.462756,3642.25,Airbnb,Entertainment,Net Banking,MacBook,DEV453894,132.252.170.182,53.0,146,Ahmedabad,India,424360.18,12,36,84,31564.9,12248.7,0,1
TXN1004056,CUST504056,ACC704056,2026-05-17 17:45:37.043108,453.17,eBay,Travel,UPI,iPhone,DEV344883,27.46.177.206,36.0,132,Hyderabad,India,677149.21,1,23,186,40436.76,10354.18,0,1
TXN1004057,CUST504057,ACC704057,2025-07-11 09:16:18.273407,2008.7,Best Buy,E-commerce,Debit Card,MacBook,DEV355891,199.87.214.216,60.0,101,Kolkata,India,1470314.99,1,17,29,74762.08,960.06,0,0
TXN1004058,CUST504058,ACC704058,2025-02-04 15:40:52.739611,1654.64,eBay,Entertainment,Debit Card,Windows,DEV368283,178.19.163.122,70.0,170,New York,USA,927784.24,12,28,263,28673.97,7948.93,1,0
TXN1004059,CUST504059,ACC704059,2025-09-05 08:34:41.204976,1545.59,eBay,Travel,Net Banking,Tablet,DEV156379,3.208.47.38,46.0,44,Kolkata,India,1345494.35,8,27,250,198.49,1008.44,0,0
TXN1004060,CUST504060,ACC704060,2026-06-04 18:39:17.124564,1481.95,Apple,Electronics,Credit Card,iPhone,DEV527580,155.46.166.40,77.0,56,Kolkata,India,334429.89,9,24,98,56896.5,8299.3,0,1
TXN1004061,CUST504061,ACC704061,2024-11-05 08:03:21.780285,2131.9,Netflix,Travel,Credit Card,iPhone,DEV916739,139.196.165.209,78.0,72,Delhi,India,206975.98,7,36,224,14839.69,4556.24,0,1
TXN1004062,CUST504062,ACC704062,2024-08-24 15:56:45.239860,863.41,Microsoft,Entertainment,Net Banking,Windows,DEV148436,133.106.79.63,42.0,8,Tokyo,Japan,893550.09,11,32,206,31087.0,5359.38,1,0
TXN1004063,CUST504063,ACC704063,2026-06-09 16:19:21.110263,368.83,Microsoft,Travel,Credit Card,Tablet,DEV533051,211.87.6.13,19.0,39,Ahmedabad,India,583156.49,3,36,138,73281.11,5614.72,0,1
TXN1004064,CUST504064,ACC704064,2025-03-03 22:30:32.633221,2719.96,Best Buy,Retail,UPI,Android,DEV426219,69.235.219.204,55.0,88,Pune,India,1366032.75,7,9,275,16362.02,4350.53,0,0
TXN1004065,CUST504065,ACC704065,2026-01-02 06:31:37.530949,5403.23,Google Play,Electronics,UPI,MacBook,DEV541160,137.125.62.253,31.0,102,,Singapore,1078556.82,7,4,94,34263.1,2605.09,1,1
TXN1004066,CUST504066,ACC704066,2025-04-05 02:07:19.037387,2865.0,Apple,Electronics,Mobile Wallet,MacBook,DEV403444,217.114.179.231,56.0,142,Vijayawada,India,497733.84,6,14,153,11453.38,9346.96,0,0
TXN1004067,CUST504067,ACC704067,2024-10-11 17:22:00.343439,2428.95,Amazon,E-commerce,Net Banking,iPhone,DEV976141,222.189.171.157,28.0,71,Ahmedabad,India,492751.32,1,9,143,74471.73,13563.52,0,0
TXN1004068,CUST504068,ACC704068,2024-12-06 02:14:44.300041,838.4,Amazon,Entertainment,UPI,Windows,DEV487700,166.243.127.255,79.0,137,Ahmedabad,India,326556.29,7,13,133,63429.22,372.65,0,0
TXN1004069,CUST504069,ACC704069,2025-06-13 08:14:41.533937,4283.23,Amazon,Retail,Credit Card,Tablet,DEV418029,188.226.254.172,69.0,92,Ahmedabad,India,1236523.43,10,33,169,42053.27,14881.77,0,0
TXN1004070,CUST504070,ACC704070,2026-03-17 00:25:45.966805,252.61,Uber,E-commerce,Credit Card,Tablet,DEV173070,179.87.4.79,78.0,24,Vijayawada,India,1274417.68,3,31,168,69021.29,8839.32,0,1
TXN1004071,CUST504071,ACC704071,2026-05-12 14:11:43.726405,13847.04,Best Buy,E-commerce,Credit Card,Windows,DEV788676,216.126.12.191,47.0,51,Ahmedabad,India,1346489.51,7,29,216,54863.7,6693.62,0,0
TXN1004072,CUST504072,ACC704072,2025-05-07 17:20:02.340605,1039.07,Target,Entertainment,UPI,MacBook,DEV884697,153.91.250.250,49.0,16,Hyderabad,India,719204.8,2,0,114,72302.59,7841.56,0,1
TXN1004073,CUST504073,ACC704073,2026-02-05 11:32:47.353718,3690.48,Best Buy,E-commerce,Credit Card,MacBook,DEV564694,33.5.123.100,71.0,7,Bengaluru,India,94889.88,10,23,9,17346.69,10614.18,0,1
TXN1004074,CUST504074,ACC704074,2026-02-07 22:00:44.120873,1144.11,Alibaba,Travel,Debit Card,Windows,DEV308076,219.107.31.74,52.0,56,Vijayawada,India,1487678.86,10,6,30,3859.79,14344.89,0,0
TXN1004075,CUST504075,ACC704075,2026-01-21 08:37:23.382617,2013.94,Amazon,Electronics,UPI,Windows,DEV556168,132.13.65.126,60.0,171,Bengaluru,India,673414.84,4,15,88,27574.91,7810.17,0,1
TXN1004076,CUST504076,ACC704076,2025-06-12 13:26:04.487808,1283.83,Uber,Entertainment,Net Banking,MacBook,DEV554244,84.163.227.147,68.0,17,Paris,France,986914.8,8,10,215,69904.58,2052.42,1,0
TXN1004077,CUST504077,ACC704077,2026-03-20 18:35:52.089940,244.04,Target,Retail,Credit Card,Android,DEV567499,193.227.217.31,31.0,54,Chennai,India,569147.1,8,7,66,72988.75,11403.7,0,0
TXN1004078,CUST504078,ACC704078,2025-05-15 18:25:10.015250,3388.96,Walmart,E-commerce,Debit Card,Android,DEV508803,106.137.247.47,74.0,76,Vijayawada,India,242191.16,11,12,100,10019.44,8120.29,0,1
TXN1004079,CUST504079,ACC704079,2025-05-18 07:37:52.015448,620.71,Uber,Entertainment,UPI,,DEV977939,147.71.5.145,63.0,159,Delhi,India,1406190.86,5,29,297,49393.53,8482.91,0,1
TXN1004080,CUST504080,ACC704080,2025-11-23 03:21:46.492146,572.67,Uber,Travel,Net Banking,MacBook,DEV983945,19.12.79.185,36.0,32,Vijayawada,India,756449.88,4,31,276,61667.93,9771.6,0,1
TXN1004081,CUST504081,ACC704081,2025-12-22 20:57:39.906733,1112.08,Alibaba,Travel,UPI,Windows,DEV941209,57.76.163.214,33.0,91,Mumbai,India,1256993.38,0,18,118,56132.44,7132.62,0,1
TXN1004082,CUST504082,ACC704082,2024-07-18 16:09:41.162553,1358.77,Microsoft,Food,Debit Card,iPhone,DEV939980,35.140.14.42,46.0,149,Bengaluru,India,1266522.21,4,3,219,60584.92,4261.68,0,1
TXN1004083,CUST504083,ACC704083,2025-05-20 09:55:49.679313,2570.14,Microsoft,E-commerce,Credit Card,Tablet,DEV113680,44.6.104.151,26.0,8,Vijayawada,India,1194009.26,8,12,20,49472.46,6969.59,0,1
TXN1004084,CUST504084,ACC704084,2025-01-27 23:36:53.229734,1084.63,eBay,Entertainment,Credit Card,Windows,DEV209601,134.28.104.101,72.0,98,Dubai,UAE,923370.13,11,29,99,13970.36,14565.05,1,1
TXN1004085,CUST504085,ACC704085,2024-11-18 17:30:06.241487,26444.09,Amazon,Food,Credit Card,iPhone,DEV229267,183.217.101.171,44.0,82,Chennai,India,1437392.74,0,20,103,15058.39,4402.3,0,1
TXN1004086,CUST504086,ACC704086,2025-08-05 12:30:54.436522,387.67,Flipkart,Travel,Credit Card,Windows,DEV696796,164.132.223.123,80.0,40,Delhi,India,798793.62,1,40,286,49101.86,4941.64,0,0
TXN1004087,CUST504087,ACC704087,2024-11-30 16:03:11.835048,1305.0,Costco,Electronics,UPI,iPhone,DEV628605,119.142.61.40,64.0,39,Paris,France,757229.54,8,5,174,34634.85,5209.19,1,1
TXN1004088,CUST504088,ACC704088,2025-04-10 10:54:44.200331,2938.2,eBay,Entertainment,Mobile Wallet,iPhone,DEV107857,96.11.144.124,78.0,178,Pune,India,1115434.03,4,7,60,36349.65,5090.33,0,0
TXN1004089,CUST504089,ACC704089,2025-05-29 08:57:39.973943,5367.94,Target,Entertainment,UPI,iPhone,DEV326315,139.143.220.141,36.0,124,Hyderabad,India,983750.19,6,23,106,70349.42,6838.3,0,0
TXN1004090,CUST504090,ACC704090,2025-09-29 13:48:25.046757,3391.27,Google Play,Entertainment,UPI,Windows,DEV275262,197.195.77.153,73.0,45,London,UK,91206.92,1,26,107,5616.72,7545.32,1,0
TXN1004091,CUST504091,ACC704091,2024-08-31 18:34:34.907531,4215.99,Walmart,Electronics,Debit Card,Windows,DEV862546,194.39.204.237,30.0,22,Vijayawada,India,737929.62,7,32,66,64664.61,7984.23,0,0
TXN1004092,CUST504092,ACC704092,2026-01-26 04:09:44.776570,903.97,Samsung,Electronics,Net Banking,iPhone,DEV849279,218.206.113.227,45.0,83,Dubai,UAE,1447340.88,1,1,245,9002.36,4696.49,1,0
TXN1004093,CUST504093,ACC704093,2024-07-14 06:41:00.942240,3278.86,Airbnb,Travel,Net Banking,MacBook,DEV352023,193.173.174.78,65.0,143,Sydney,Australia,1249524.54,10,14,2,71205.11,12286.84,1,1
TXN1004094,CUST504094,ACC704094,2025-04-22 00:40:41.085958,6652.88,Walmart,Food,UPI,Android,DEV432592,194.84.129.44,25.0,178,Toronto,Canada,905384.07,6,31,27,62837.51,14478.6,1,1
TXN1004095,CUST504095,ACC704095,2024-12-01 15:40:08.374288,2958.63,Amazon,Entertainment,UPI,Windows,DEV634323,85.189.43.57,68.0,22,Tokyo,Japan,1352717.79,9,40,177,35663.47,12677.63,1,1
TXN1004096,CUST504096,ACC704096,2025-04-29 19:03:41.022437,19824.64,Amazon,Retail,Debit Card,MacBook,DEV343956,48.177.65.248,43.0,69,Chennai,India,584419.08,12,1,97,30487.61,2469.48,0,0
TXN1004097,CUST504097,ACC704097,2025-07-27 01:53:17.381025,1703.79,Netflix,Food,Credit Card,Tablet,DEV422923,184.246.116.207,46.0,127,Chennai,India,1319002.5,9,13,150,60350.55,13039.59,0,1
TXN1004098,CUST504098,ACC704098,2026-06-18 02:34:03.911592,1299.28,Target,Food,UPI,Windows,DEV669925,161.218.191.150,74.0,166,Tokyo,Japan,440056.86,9,1,48,12940.24,5979.68,1,1
TXN1004099,CUST504099,ACC704099,2026-03-17 12:46:59.824754,323.5,Costco,Electronics,Mobile Wallet,MacBook,DEV588115,42.192.49.122,66.0,111,Sydney,Australia,138254.82,10,40,13,68588.68,2746.8,1,0
TXN1004100,CUST504100,ACC704100,2025-06-07 04:52:19.939320,1164.23,Target,Entertainment,Net Banking,Tablet,DEV163413,207.28.248.252,27.0,29,Dubai,UAE,1018045.98,10,36,80,3562.3,10727.41,1,1
TXN1004101,CUST504101,ACC704101,2024-10-28 12:32:12.915518,3020.87,Apple,Food,Net Banking,iPhone,DEV307910,150.185.176.99,,42,Mumbai,India,752771.09,0,32,29,32329.06,10546.18,0,0
TXN1004102,CUST504102,ACC704102,2024-10-19 07:46:31.462316,4431.77,Airbnb,Electronics,Net Banking,Android,DEV791062,27.49.31.234,19.0,126,New York,USA,680611.88,9,18,249,33080.41,11827.51,1,1
TXN1004103,CUST504103,ACC704103,2026-04-30 09:53:04.590764,7310.96,eBay,Travel,UPI,iPhone,DEV380058,222.76.85.200,33.0,103,,India,1246926.93,7,35,205,15682.44,2848.92,0,0
TXN1004104,CUST504104,ACC704104,2025-11-03 05:15:41.312806,2253.66,Microsoft,Food,UPI,MacBook,DEV323717,201.248.235.48,78.0,110,London,UK,703737.5,10,14,6,71529.24,36.62,1,1
TXN1004105,CUST504105,ACC704105,2024-10-30 20:58:33.449516,1023.49,,Retail,Debit Card,Tablet,DEV676203,143.12.198.19,32.0,55,Delhi,India,1185314.1,6,28,7,24932.0,12784.0,0,1
TXN1004106,CUST504106,ACC704106,2024-10-25 00:22:21.400032,483.71,Amazon,Electronics,Debit Card,iPhone,DEV131818,195.180.26.208,18.0,10,Toronto,Canada,1439123.42,7,0,205,71743.01,14052.29,1,1
TXN1004107,CUST504107,ACC704107,2026-01-11 01:24:02.868255,1506.91,Google Play,Entertainment,Mobile Wallet,Windows,DEV724208,131.83.205.62,19.0,52,Bengaluru,India,18375.2,2,11,166,47986.97,3375.19,0,0
TXN1004108,CUST504108,ACC704108,2026-03-24 05:23:00.109204,647.58,Microsoft,Food,Mobile Wallet,Windows,DEV600241,38.138.8.52,48.0,168,Mumbai,India,311660.65,6,15,281,52377.81,14293.98,0,1
TXN1004109,CUST504109,ACC704109,2025-11-20 20:12:38.025469,1480.41,Samsung,Food,Net Banking,Windows,DEV749181,197.51.9.18,61.0,177,New York,USA,1221107.98,6,22,149,51593.59,10126.74,1,1
TXN1004110,CUST504110,ACC704110,2025-09-09 06:28:11.200095,451.28,Google Play,Retail,Mobile Wallet,Android,DEV285659,30.83.7.1,,167,Ahmedabad,India,561703.79,2,13,87,58549.62,5924.06,0,1
TXN1004111,CUST504111,ACC704111,2024-10-17 17:01:29.741764,1268.57,Airbnb,Retail,UPI,,DEV787050,200.150.113.7,32.0,1,Sydney,Australia,1438500.46,7,31,93,71364.17,7928.07,1,1
TXN1004112,CUST504112,ACC704112,2026-01-04 02:54:23.721695,961.12,Costco,Retail,Mobile Wallet,MacBook,DEV549460,37.155.125.84,39.0,136,Sydney,Australia,454813.09,11,30,265,69150.04,2264.52,1,1
TXN1004113,CUST504113,ACC704113,2025-04-20 02:30:27.873052,5010.59,Alibaba,Electronics,UPI,MacBook,DEV204700,189.76.70.45,79.0,52,Delhi,India,622588.79,3,0,57,52924.44,4922.78,0,1
TXN1004114,CUST504114,ACC704114,2025-10-25 07:49:49.037666,561.38,Microsoft,Entertainment,UPI,Android,DEV522543,3.106.58.91,43.0,136,Sydney,Australia,796270.45,0,24,139,11733.25,6649.92,1,0
TXN1004115,CUST504115,ACC704115,2025-09-27 12:17:52.148240,335.04,Uber,Entertainment,Debit Card,,DEV999256,187.179.53.152,31.0,179,Vijayawada,India,198803.22,10,20,183,2885.01,14959.69,0,0
TXN1004116,CUST504116,ACC704116,2025-05-01 16:40:29.277666,3961.49,Samsung,Retail,Net Banking,Android,DEV446429,213.148.66.105,56.0,38,Berlin,Germany,580864.54,6,16,300,13340.24,9487.39,1,0
